table,id,action,current_ar,current_en,target_ar,target_en
db_TEAMS,T-0324,filled_en,"أرسنال - إنجلترا","","أرسنال","Arsnal"
db_TEAMS,T-0325,moved_latin_to_en,"Hungary","","","Hungary"
db_TEAMS,T-0327,filled_en,"نهضة بركان - المغرب","","نهضة بركان","Nhdh Brkan"
db_TEAMS,T-0328,filled_en,"ريكرياتيفو دو ليبولو - أنجولا","","ريكرياتيفو دو ليبولو","Rykryatyfw Dw Lybwlw"
db_TEAMS,T-0288,filled_en,"إسكيشهرسبور - تركيا","","إسكيشهرسبور","Iskyshhrsbwr"
db_TEAMS,T-0300,filled_en,"تيرول إنسبروك - النمسا","","تيرول إنسبروك","Tyrwl Insbrwk"
db_TEAMS,T-0329,filled_en,"التأمين الإثيوبي - إثيوبيا","","التأمين الإثيوبي","Altamyn Alithywby"
db_TEAMS,T-0330,filled_en,"جينيراسيون فوت - السنغال","","جينيراسيون فوت","Jynyrasywn Fwt"
db_TEAMS,T-0331,filled_en,"الجيش الملكي - المغرب","","الجيش الملكي","Aljysh Almlky"
db_TEAMS,T-0332,filled_en,"باوك - اليونان","","باوك","Bawk"
db_TEAMS,T-0365,filled_en,"هوريا - غينيا كوناكري","","هوريا","Hwrya"
db_TEAMS,T-0335,filled_en,"كايزر تشيفز - جنوب أفريقيا","","كايزر تشيفز","Kayzr Tshyfz"
db_TEAMS,T-0336,filled_en,"مستقبل المرسى - تونس","","مستقبل المرسى","Mstqbl Almrsa"
db_TEAMS,T-0337,filled_en,"القوافل الرياضية بقفصة - تونس","","القوافل الرياضية بقفصة","Alqwafl Alryadyh Bqfsh"
db_TEAMS,T-0338,moved_latin_to_en,"France B","","","France B"
db_TEAMS,T-0339,filled_en,"الرياضي الصفاقسي - تونس","","الرياضي الصفاقسي","Alryady Alsfaqsy"
db_TEAMS,T-0340,filled_en,"عزام إف سي - تنزانيا","","عزام إف سي","Azam If Sy"
db_TEAMS,T-0341,moved_latin_to_en,"East Germany","","","East Germany"
db_TEAMS,T-0342,filled_en,"الرفاع - البحرين","","الرفاع","Alrfaa"
db_TEAMS,T-0343,moved_latin_to_en,"Lithuania","","","Lithuania"
db_TEAMS,T-0344,moved_latin_to_en,"Bulgaria","","","Bulgaria"
db_TEAMS,T-0345,moved_latin_to_en,"Croatia","","","Croatia"
db_TEAMS,T-0346,filled_en,"الزمالك - مصر","","الزمالك","Alzmalk"
db_TEAMS,T-0347,filled_en,"إكسبريس - أوغندا","","إكسبريس","Iksbrys"
db_TEAMS,T-0348,filled_en,"أتلتيكو سبورت أفياتسو - أنجولا","","أتلتيكو سبورت أفياتسو","Atltykw Sbwrt Afyatsw"
db_TEAMS,T-0349,filled_en,"أديما - مدغشقر","","أديما","Adyma"
db_TEAMS,T-0350,filled_en,"الإسماعيلي - مصر","","الإسماعيلي","Alismaayly"
db_TEAMS,T-0351,filled_en,"أهلي دبي - الإمارات","","أهلي دبي","Ahly Dby"
db_TEAMS,T-0352,filled_en,"ستاد أبيدجان - كوت ديفوار","","ستاد أبيدجان","Stad Abydjan"
db_TEAMS,T-0354,filled_en,"Mukura Victory Sports FC - رواندا","","Mukura Victory Sports FC","Mukura Victory Sports Fc"
db_TEAMS,T-0355,filled_en,"مولودية بجايا - الجزائر","","مولودية بجايا","Mwlwdyh Bjaya"
db_TEAMS,T-0356,moved_latin_to_en,"Tanzania","","","Tanzania"
db_TEAMS,T-0357,moved_latin_to_en,"Costa Rica","","","Costa Rica"
db_TEAMS,T-0358,filled_en,"Renaissance FC - تشاد","","Renaissance FC","Renaissance Fc"
db_TEAMS,T-0359,filled_en,"الفتح الرباطي - المغرب","","الفتح الرباطي","Alfth Alrbaty"
db_TEAMS,T-0360,moved_latin_to_en,"Haiti","","","Haiti"
db_TEAMS,T-0361,filled_en,"رينجرز - تنزانيا","","رينجرز","Rynjrz"
db_TEAMS,T-0362,moved_latin_to_en,"Equatorial Guinea","","","Equatorial Guinea"
db_TEAMS,T-0715,filled_en,"Recreativo do Libolo - أنجولا","","Recreativo do Libolo","Recreativo Do Libolo"
db_TEAMS,T-0364,moved_latin_to_en,"Somalia","","","Somalia"
db_TEAMS,T-0366,filled_en,"الأسيوطي - مصر","","الأسيوطي","Alasywty"
db_TEAMS,T-0368,filled_en,"الطلبة - العراق","","الطلبة","Altlbh"
db_TEAMS,T-0369,filled_en,"Dirhams - مصر","","Dirhams","Dirhams"
db_TEAMS,T-0370,moved_latin_to_en,"Sweden","","","Sweden"
db_TEAMS,T-0371,filled_en,"فيورنتينا - إيطاليا","","فيورنتينا","Fywrntyna"
db_TEAMS,T-0406,moved_latin_to_en,"Cuba","","","Cuba"
db_TEAMS,T-0423,moved_latin_to_en,"Ukraine","","","Ukraine"
db_TEAMS,T-0375,filled_en,"الرياض - السعودية","","الرياض","Alryad"
db_TEAMS,T-0376,filled_en,"أجازا لومي - توجو","","أجازا لومي","Ajaza Lwmy"
db_TEAMS,T-0378,filled_en,"ريناسيمنتو - غينيا الإستوائية","","ريناسيمنتو","Rynasymntw"
db_TEAMS,T-0380,moved_latin_to_en,"Algeria B","","","Algeria B"
db_TEAMS,T-0381,moved_latin_to_en,"Laos","","","Laos"
db_TEAMS,T-0382,filled_en,"كوجالي سبور - تركيا","","كوجالي سبور","Kwjaly Sbwr"
db_TEAMS,T-0383,filled_en,"توسكر - كينيا","","توسكر","Twskr"
db_TEAMS,T-0384,filled_en,"الجيش - سوريا","","الجيش","Aljysh"
db_TEAMS,T-0386,moved_latin_to_en,"Saudi Arabia","","","Saudi Arabia"
db_TEAMS,T-0387,filled_en,"عين مليلة - الجزائر","","عين مليلة","Ayn Mlylh"
db_TEAMS,T-0389,filled_en,"Sochaux - فرنسا","","Sochaux","Sochaux"
db_TEAMS,T-0390,moved_latin_to_en,"Cote d'Ivoire","","","Cote D'ivoire"
db_TEAMS,T-0391,filled_en,"سونديب - نيجيريا","","سونديب","Swndyb"
db_TEAMS,T-0392,filled_en,"Singida Fountain Gate - الكونغو الديمقراطية","","Singida Fountain Gate","Singida Fountain Gate"
db_TEAMS,T-0394,filled_en,"الهلال - السعودية","","الهلال","Alhlal"
db_TEAMS,T-0395,filled_en,"هارتلاند - نيجيريا","","هارتلاند","Hartland"
db_TEAMS,T-0396,filled_en,"كانو سبورت - غينيا الإستوائية","","كانو سبورت","Kanw Sbwrt"
db_TEAMS,T-0397,moved_latin_to_en,"Libya B","","","Libya B"
db_TEAMS,T-0398,filled_en,"أوتوهو - جمهورية الكونغو","","أوتوهو","Awtwhw"
db_TEAMS,T-0399,moved_latin_to_en,"Algeria","","","Algeria"
db_TEAMS,T-0400,filled_en,"بلاك ليوباردز - رواندا","","بلاك ليوباردز","Blak Lywbardz"
db_TEAMS,T-0401,moved_latin_to_en,"Cape Verde","","","Cape Verde"
db_TEAMS,T-0402,moved_latin_to_en,"Slovakia","","","Slovakia"
db_TEAMS,T-0403,filled_en,"القادسية - الكويت","","القادسية","Alqadsyh"
db_TEAMS,T-0404,filled_en,"Renacimiento FC - غينيا الإستوائية","","Renacimiento FC","Renacimiento Fc"
db_TEAMS,T-0405,filled_en,"اتحاد المنستير - تونس","","اتحاد المنستير","Athad Almnstyr"
db_TEAMS,T-0408,moved_latin_to_en,"Kenya","","","Kenya"
db_TEAMS,T-0409,filled_en,"الأولومنيوم - مصر","","الأولومنيوم","Alawlwmnywm"
db_TEAMS,T-0410,moved_latin_to_en,"Liberia","","","Liberia"
db_TEAMS,T-0411,filled_en,"BUL FC \"BIDCO Uganda Limited Jinja\" - أوغندا","","BUL FC \"BIDCO Uganda Limited Jinja\"","Bul Fc \"bidco Uganda Limited Jinja\""
db_TEAMS,T-0412,moved_latin_to_en,"Congo - Brazzaville","","","Congo - Brazzaville"
db_TEAMS,T-0413,filled_en,"أورلاندو بيراتس - جنوب أفريقيا","","أورلاندو بيراتس","Awrlandw Byrats"
db_TEAMS,T-0414,filled_en,"Namungo FC - تنزانيا","","Namungo FC","Namungo Fc"
db_TEAMS,T-0415,filled_en,"ميدلزبره - إنجلترا","","ميدلزبره","Mydlzbrh"
db_TEAMS,T-0416,moved_latin_to_en,"Nigeria","","","Nigeria"
db_TEAMS,T-0417,filled_en,"بازل - سويسرا","","بازل","Bazl"
db_TEAMS,T-0418,filled_en,"المحرق - البحرين","","المحرق","Almhrq"
db_TEAMS,T-0419,moved_latin_to_en,"Turkey B","","","Turkey B"
db_TEAMS,T-0420,filled_en,"مقدشيو - الصومال","","مقدشيو","Mqdshyw"
db_TEAMS,T-0421,filled_en,"أولمبيك باجي - تونس","","أولمبيك باجي","Awlmbyk Bajy"
db_TEAMS,T-0422,moved_latin_to_en,"China","","","China"
db_TEAMS,T-0424,filled_en,"أديلايد يونايتد - أستراليا","","أديلايد يونايتد","Adylayd Ywnaytd"
db_TEAMS,T-0425,filled_en,"مولودية الجزائر - الجزائر","","مولودية الجزائر","Mwlwdyh Aljzayr"
db_TEAMS,T-0426,moved_latin_to_en,"Qatar","","","Qatar"
db_TEAMS,T-0427,moved_latin_to_en,"Scotland","","","Scotland"
db_TEAMS,T-0428,filled_en,"US Gendarmerie Nationالدوري الأفريقي - النيجر","","US Gendarmerie Nationالدوري الأفريقي","Us Gendarmerie Nationالدوري الأفريقي"
db_TEAMS,T-0429,filled_en,"المغرب التطواني - المغرب","","المغرب التطواني","Almghrb Alttwany"
db_TEAMS,T-0430,filled_en,"Aarau - سويسرا","","Aarau","Aarau"
db_TEAMS,T-0431,filled_en,"أياكس كيب تاون - جنوب أفريقيا","","أياكس كيب تاون","Ayaks Kyb Tawn"
db_TEAMS,T-0432,moved_latin_to_en,"Gabon","","","Gabon"
db_TEAMS,T-0433,moved_latin_to_en,"Australia","","","Australia"
db_TEAMS,T-0434,filled_en,"Nzoia Sugar - كينيا","","Nzoia Sugar","Nzoia Sugar"
db_TEAMS,T-0435,filled_en,"الموردة - السودان","","الموردة","Almwrdh"
db_TEAMS,T-0436,filled_en,"الشرطة - العراق","","الشرطة","Alshrth"
db_TEAMS,T-0437,filled_en,"اتحاد حلب - سوريا","","اتحاد حلب","Athad Hlb"
db_TEAMS,T-0439,moved_latin_to_en,"Libya","","","Libya"
db_TEAMS,T-0374,filled_en,"اتحاد السويس - مصر","","اتحاد السويس","Athad Alswys"
db_TEAMS,T-0407,filled_en,"هلال الساحل - السودان","","هلال الساحل","Hlal Alsahl"
db_TEAMS,T-0440,filled_en,"سوبر سبورت - جنوب أفريقيا","","سوبر سبورت","Swbr Sbwrt"
db_TEAMS,T-0497,filled_en,"Malindi - زنزبار","","Malindi","Malindi"
db_TEAMS,T-0442,filled_en,"هايلاندرز - زيمبابوي","","هايلاندرز","Haylandrz"
db_TEAMS,T-0443,filled_en,"أولمبيك باماكو - مالي","","أولمبيك باماكو","Awlmbyk Bamakw"
db_TEAMS,T-0444,moved_latin_to_en,"Iran B","","","Iran B"
db_TEAMS,T-0445,moved_latin_to_en,"Congo","","","Congo"
db_TEAMS,T-0446,filled_en,"مركز شباب بلاطة - فلسطين","","مركز شباب بلاطة","Mrkz Shbab Blath"
db_TEAMS,T-0534,filled_en,"AS Tempête Mocaf - أفريقيا الوسطى","","AS Tempête Mocaf","As Tempête Mocaf"
db_TEAMS,T-0448,moved_latin_to_en,"Georgia","","","Georgia"
db_TEAMS,T-0449,filled_en,"سيراميكا كليوباترا - مصر","","سيراميكا كليوباترا","Syramyka Klywbatra"
db_TEAMS,T-0521,moved_latin_to_en,"Czechia","","","Czechia"
db_TEAMS,T-0451,moved_latin_to_en,"Canada U23","","","Canada U23"
db_TEAMS,T-0490,moved_latin_to_en,"Guatemala","","","Guatemala"
db_TEAMS,T-0453,filled_en,"الأشغال - الصومال","","الأشغال","Alashghal"
db_TEAMS,T-0455,filled_en,"جوليوس بيرجر - نيجيريا","","جوليوس بيرجر","Jwlyws Byrjr"
db_TEAMS,T-0457,filled_en,"الأهلي - قطر","","الأهلي","Alahly"
db_TEAMS,T-0458,filled_en,"الأولمبي - ليبيا","","الأولمبي","Alawlmby"
db_TEAMS,T-0459,moved_latin_to_en,"Thailand","","","Thailand"
db_TEAMS,T-0460,filled_en,"FC MK Etanchéité - الكونغو الديمقراطية","","FC MK Etanchéité","Fc Mk Etanchéité"
db_TEAMS,T-0462,filled_en,"البوليس - أوغندا","","البوليس","Albwlys"
db_TEAMS,T-0463,moved_latin_to_en,"Soviet Union","","","Soviet Union"
db_TEAMS,T-0465,filled_en,"زد - مصر","","زد","Zd"
db_TEAMS,T-0466,filled_en,"الرائد - السعودية","","الرائد","Alrayd"
db_TEAMS,T-0467,filled_en,"إنتر كلوب - أنجولا","","إنتر كلوب","Intr Klwb"
db_TEAMS,T-0470,filled_en,"أولمبيك خريبكة - المغرب","","أولمبيك خريبكة","Awlmbyk Khrybkh"
db_TEAMS,T-0471,filled_en,"تامبون - لا ريونيون","","تامبون","Tambwn"
db_TEAMS,T-0472,moved_latin_to_en,"Egypt U17","","","Egypt U17"
db_TEAMS,T-0474,filled_en,"الجونة - مصر","","الجونة","Aljwnh"
db_TEAMS,T-0475,filled_en,"Nchanga Rangers FC - زامبيا","","Nchanga Rangers FC","Nchanga Rangers Fc"
db_TEAMS,T-0476,moved_latin_to_en,"Germany","","","Germany"
db_TEAMS,T-0477,moved_latin_to_en,"Canada","","","Canada"
db_TEAMS,T-0478,filled_en,"سانت جورج - إثيوبيا","","سانت جورج","Sant Jwrj"
db_TEAMS,T-0481,filled_en,"كورينثيانز - البرازيل","","كورينثيانز","Kwrynthyanz"
db_TEAMS,T-0482,filled_en,"إنتر ناسيونال - البرازيل","","إنتر ناسيونال","Intr Nasywnal"
db_TEAMS,T-0483,filled_en,"إيه إس سونديب - النيجر","","إيه إس سونديب","Iyh Is Swndyb"
db_TEAMS,T-0484,filled_en,"الوحدة - الإمارات","","الوحدة","Alwhdh"
db_TEAMS,T-0485,moved_latin_to_en,"Greece","","","Greece"
db_TEAMS,T-0486,moved_latin_to_en,"Chad","","","Chad"
db_TEAMS,T-0488,filled_en,"الرياضي القسنطيني - الجزائر","","الرياضي القسنطيني","Alryady Alqsntyny"
db_TEAMS,T-0491,moved_latin_to_en,"South Africa","","","South Africa"
db_TEAMS,T-0492,filled_en,"الأخضر - ليبيا","","الأخضر","Alakhdr"
db_TEAMS,T-0493,filled_en,"الجمعية الرياضية للجمارك - توجو","","الجمعية الرياضية للجمارك","Aljmayh Alryadyh Lljmark"
db_TEAMS,T-0494,moved_latin_to_en,"Yugoslavia","","","Yugoslavia"
db_TEAMS,T-0495,filled_en,"أرتا سولار - جيبوتي","","أرتا سولار","Arta Swlar"
db_TEAMS,T-0496,moved_latin_to_en,"Japan","","","Japan"
db_TEAMS,T-0498,moved_latin_to_en,"Jamaica","","","Jamaica"
db_TEAMS,T-0500,filled_en,"الرجاء الرياضي - المغرب","","الرجاء الرياضي","Alrja Alryady"
db_TEAMS,T-0501,filled_en,"سيمبا - أوغندا","","سيمبا","Symba"
db_TEAMS,T-0502,moved_latin_to_en,"Iraq","","","Iraq"
db_TEAMS,T-0503,filled_en,"التعاون - السعودية","","التعاون","Altaawn"
db_TEAMS,T-0504,filled_en,"فيتا كلوب - الكونغو الديمقراطية","","فيتا كلوب","Fyta Klwb"
db_TEAMS,T-0505,moved_latin_to_en,"Iraq (Youth)","","","Iraq (youth)"
db_TEAMS,T-0506,filled_en,"Novi Pazar - صربيا","","Novi Pazar","Novi Pazar"
db_TEAMS,T-0508,filled_en,"العربي - قطر","","العربي","Alarby"
db_TEAMS,T-0509,moved_latin_to_en,"New Zealand","","","New Zealand"
db_TEAMS,T-0511,filled_en,"أولمبيك شيلف - الجزائر","","أولمبيك شيلف","Awlmbyk Shylf"
db_TEAMS,T-0512,filled_en,"ليوباردز - كينيا","","ليوباردز","Lywbardz"
db_TEAMS,T-0513,filled_en,"دولفينز - نيجيريا","","دولفينز","Dwlfynz"
db_TEAMS,T-0514,filled_en,"CBE SA \"Ethiopia Nigd Bank\" - إثيوبيا","","CBE SA \"Ethiopia Nigd Bank\"","Cbe Sa \"ethiopia Nigd Bank\""
db_TEAMS,T-0515,filled_en,"دي سي كوستا دو سول - موزمبيق","","دي سي كوستا دو سول","Dy Sy Kwsta Dw Swl"
db_TEAMS,T-0518,filled_en,"الخرطوم - السودان","","الخرطوم","Alkhrtwm"
db_TEAMS,T-0519,filled_en,"سانت ميشيل - سيشيل","","سانت ميشيل","Sant Myshyl"
db_TEAMS,T-0520,filled_en,"اطلع برة - جنوب السودان","","اطلع برة","Atla Brh"
db_TEAMS,T-0522,filled_en,"باتشوكا - المكسيك","","باتشوكا","Batshwka"
db_TEAMS,T-0523,moved_latin_to_en,"Bosnia","","","Bosnia"
db_TEAMS,T-0525,filled_en,"كمبالا سيتي - أوغندا","","كمبالا سيتي","Kmbala Syty"
db_TEAMS,T-0526,moved_latin_to_en,"Tunisia","","","Tunisia"
db_TEAMS,T-0528,filled_en,"اتحاد جدة - السعودية","","اتحاد جدة","Athad Jdh"
db_TEAMS,T-0529,filled_en,"كالوم ستار - غينيا كوناكري","","كالوم ستار","Kalwm Star"
db_TEAMS,T-0530,moved_latin_to_en,"North Macedonia","","","North Macedonia"
db_TEAMS,T-0531,moved_latin_to_en,"Morocco","","","Morocco"
db_TEAMS,T-0532,filled_en,"الأولمبيك البيضاوي - المغرب","","الأولمبيك البيضاوي","Alawlmbyk Albydawy"
db_TEAMS,T-0533,filled_en,"غزل المحلة - مصر","","غزل المحلة","Ghzl Almhlh"
db_TEAMS,T-0535,filled_en,"جرين بافلوز - زامبيا","","جرين بافلوز","Jryn Baflwz"
db_TEAMS,T-0536,filled_en,"رايون سبورت - رواندا","","رايون سبورت","Raywn Sbwrt"
db_TEAMS,T-0537,moved_latin_to_en,"Mexico","","","Mexico"
db_TEAMS,T-0539,filled_en,"غوانزو - الصين","","غوانزو","Ghwanzw"
db_TEAMS,T-0540,filled_en,"كابوسكورب - أنجولا","","كابوسكورب","Kabwskwrb"
db_TEAMS,T-0541,filled_en,"سوفاباكا - كينيا","","سوفاباكا","Swfabaka"
db_TEAMS,T-0542,filled_en,"إنتر ستار - بوروندي","","إنتر ستار","Intr Star"
db_TEAMS,T-0543,filled_en,"فلومينينسي - البرازيل","","فلومينينسي","Flwmynynsy"
db_TEAMS,T-0544,moved_latin_to_en,"Lebanon","","","Lebanon"
db_TEAMS,T-0546,filled_en,"قطن تشاد - تشاد","","قطن تشاد","Qtn Tshad"
db_TEAMS,T-0550,moved_latin_to_en,"Cameroon","","","Cameroon"
db_TEAMS,T-0545,filled_en,"المنيا - مصر","","المنيا","Almnya"
db_TEAMS,T-0468,filled_en,"الوحدة - السعودية","","الوحدة","Alwhdh"
db_TEAMS,T-0507,filled_en,"أنقرة غوجو - تركيا","","أنقرة غوجو","Anqrh Ghwjw"
db_TEAMS,T-0548,filled_en,"بوليس القاهرة - مصر","","بوليس القاهرة","Bwlys Alqahrh"
db_TEAMS,T-0551,filled_en,"إيسترن كومباني - مصر","","إيسترن كومباني","Iystrn Kwmbany"
db_TEAMS,T-0595,filled_en,"Kups - فنلندا","","Kups","Kups"
db_TEAMS,T-0553,filled_en,"أفريكا سبورتس - كوت ديفوار","","أفريكا سبورتس","Afryka Sbwrts"
db_TEAMS,T-0615,moved_latin_to_en,"Serbia","","","Serbia"
db_TEAMS,T-0555,filled_en,"البسيتين - البحرين","","البسيتين","Albsytyn"
db_TEAMS,T-0556,filled_en,"الحرس الوطني - النيجر","","الحرس الوطني","Alhrs Alwtny"
db_TEAMS,T-0646,moved_latin_to_en,"Taiwan","","","Taiwan"
db_TEAMS,T-0558,moved_latin_to_en,"Austria B","","","Austria B"
db_TEAMS,T-0559,moved_latin_to_en,"Uganda","","","Uganda"
db_TEAMS,T-0561,filled_en,"Mbabane Highlanders FC - إي سواتيني","","Mbabane Highlanders FC","Mbabane Highlanders Fc"
db_TEAMS,T-0562,filled_en,"طلائع الجيش - مصر","","طلائع الجيش","Tlaya Aljysh"
db_TEAMS,T-0563,filled_en,"نادي مصر - مصر","","نادي مصر","Nady Msr"
db_TEAMS,T-0564,filled_en,"إفياني أوباه - نيجيريا","","إفياني أوباه","Ifyany Awbah"
db_TEAMS,T-0565,filled_en,"الفتح - السعودية","","الفتح","Alfth"
db_TEAMS,T-0566,filled_en,"الأفريقي - تونس","","الأفريقي","Alafryqy"
db_TEAMS,T-0568,filled_en,"هورسيد - الصومال","","هورسيد","Hwrsyd"
db_TEAMS,T-0569,filled_en,"الاتحاد - سوريا","","الاتحاد","Alathad"
db_TEAMS,T-0570,moved_latin_to_en,"Egypt B","","","Egypt B"
db_TEAMS,T-0571,filled_en,"أهلي شندي - السودان","","أهلي شندي","Ahly Shndy"
db_TEAMS,T-0572,filled_en,"دراجونز دي أوميه - بنين","","دراجونز دي أوميه","Drajwnz Dy Awmyh"
db_TEAMS,T-0573,filled_en,"يونيون دوالا - الكاميرون","","يونيون دوالا","Ywnywn Dwala"
db_TEAMS,T-0574,filled_en,"هلال الأبيض - السودان","","هلال الأبيض","Hlal Alabyd"
db_TEAMS,T-0575,filled_en,"بايلسا يونايتد - نيجيريا","","بايلسا يونايتد","Baylsa Ywnaytd"
db_TEAMS,T-0576,filled_en,"المنصورة - مصر","","المنصورة","Almnswrh"
db_TEAMS,T-0577,moved_latin_to_en,"France","","","France"
db_TEAMS,T-0578,filled_en,"الشباب - السعودية","","الشباب","Alshbab"
db_TEAMS,T-0580,moved_latin_to_en,"Djibouti","","","Djibouti"
db_TEAMS,T-0581,moved_latin_to_en,"Syria","","","Syria"
db_TEAMS,T-0582,filled_en,"طوكيو فيردي - اليابان","","طوكيو فيردي","Twkyw Fyrdy"
db_TEAMS,T-0583,filled_en,"تونغيث - السنغال","","تونغيث","Twnghyth"
db_TEAMS,T-0584,moved_latin_to_en,"Ghana","","","Ghana"
db_TEAMS,T-0585,filled_en,"سوجارا - الجابون","","سوجارا","Swjara"
db_TEAMS,T-0586,filled_en,"8th Hussars - مصر","","8th Hussars","8th Hussars"
db_TEAMS,T-0587,filled_en,"بايرن ميونخ - ألمانيا","","بايرن ميونخ","Bayrn Mywnkh"
db_TEAMS,T-0589,filled_en,"الانحاد - اليمن","","الانحاد","Alanhad"
db_TEAMS,T-0590,filled_en,"السالمية - الكويت","","السالمية","Alsalmyh"
db_TEAMS,T-0591,filled_en,"العهد - لبنان","","العهد","Alahd"
db_TEAMS,T-0592,filled_en,"JKU - زنزبار","","JKU","Jku"
db_TEAMS,T-0593,moved_latin_to_en,"Turkey","","","Turkey"
db_TEAMS,T-0594,filled_en,"مولودية قسنطينة - الجزائر","","مولودية قسنطينة","Mwlwdyh Qsntynh"
db_TEAMS,T-0596,filled_en,"الشرقية - مصر","","الشرقية","Alshrqyh"
db_TEAMS,T-0597,moved_latin_to_en,"Comoros","","","Comoros"
db_TEAMS,T-0598,filled_en,"الاتفاق - السعودية","","الاتفاق","Alatfaq"
db_TEAMS,T-0599,moved_latin_to_en,"Belarus","","","Belarus"
db_TEAMS,T-0600,filled_en,"سيمبا - تنزانيا","","سيمبا","Symba"
db_TEAMS,T-0601,moved_latin_to_en,"Netherlands","","","Netherlands"
db_TEAMS,T-0602,moved_latin_to_en,"Lesotho","","","Lesotho"
db_TEAMS,T-0603,filled_en,"هامبورج الأألماني","","هامبورج الأألماني","Hambwrj Alaalmany"
db_TEAMS,T-0605,filled_en,"العين - الإمارات","","العين","Alayn"
db_TEAMS,T-0606,moved_latin_to_en,"Angola","","","Angola"
db_TEAMS,T-0607,moved_latin_to_en,"Bahrain","","","Bahrain"
db_TEAMS,T-0608,filled_en,"Cape Coast Ebusua Dwarfs - غانا","","Cape Coast Ebusua Dwarfs","Cape Coast Ebusua Dwarfs"
db_TEAMS,T-0609,filled_en,"بامبا - تنزانيا","","بامبا","Bamba"
db_TEAMS,T-0610,moved_latin_to_en,"Spain","","","Spain"
db_TEAMS,T-0611,filled_en,"اتعاد الجزائر - الجزائر","","اتعاد الجزائر","Ataad Aljzayr"
db_TEAMS,T-0612,filled_en,"تليفونات بني سويف - مصر","","تليفونات بني سويف","Tlyfwnat Bny Swyf"
db_TEAMS,T-0613,filled_en,"شباب بلوزداد - الجزائر","","شباب بلوزداد","Shbab Blwzdad"
db_TEAMS,T-0614,filled_en,"ستشينرى ستورز - نيجيريا","","ستشينرى ستورز","Stshynra Stwrz"
db_TEAMS,T-0616,moved_latin_to_en,"Malawi","","","Malawi"
db_TEAMS,T-0618,filled_en,"الطلائع - السعودية","","الطلائع","Altlaya"
db_TEAMS,T-0619,filled_en,"جان دارك - السنغال","","جان دارك","Jan Dark"
db_TEAMS,T-0620,moved_latin_to_en,"Burundi","","","Burundi"
db_TEAMS,T-0623,moved_latin_to_en,"Egypt U23","","","Egypt U23"
db_TEAMS,T-0625,filled_en,"نواذيبو - موريتانيا","","نواذيبو","Nwadhybw"
db_TEAMS,T-0626,filled_en,"ديديبيت - إثيوبيا","","ديديبيت","Dydybyt"
db_TEAMS,T-0627,filled_en,"ريو أفي - البرتغال","","ريو أفي","Ryw Afy"
db_TEAMS,T-0629,moved_latin_to_en,"Togo","","","Togo"
db_TEAMS,T-0630,filled_en,"الاتحاد - السعودية","","الاتحاد","Alathad"
db_TEAMS,T-0631,filled_en,"أرتا سولار - الصومال","","أرتا سولار","Arta Swlar"
db_TEAMS,T-0632,filled_en,"المطابع - الصومال","","المطابع","Almtaba"
db_TEAMS,T-0633,moved_latin_to_en,"USA B","","","Usa B"
db_TEAMS,T-0634,filled_en,"البحر الأحمر - إريتريا","","البحر الأحمر","Albhr Alahmr"
db_TEAMS,T-0635,filled_en,"دراجونز - الكونغو الديمقراطية","","دراجونز","Drajwnz"
db_TEAMS,T-0636,filled_en,"إيه سي ليوباردز - جمهورية الكونغو","","إيه سي ليوباردز","Iyh Sy Lywbardz"
db_TEAMS,T-0638,filled_en,"دجوليبا - مالي","","دجوليبا","Djwlyba"
db_TEAMS,T-0639,filled_en,"ديبورتيفو مابوتو - موزمبيق","","ديبورتيفو مابوتو","Dybwrtyfw Mabwtw"
db_TEAMS,T-0640,filled_en,"سان ميشل يونايتد - سيشيل","","سان ميشل يونايتد","San Myshl Ywnaytd"
db_TEAMS,T-0642,filled_en,"بلاتنيوم ستارز - جنوب أفريقيا","","بلاتنيوم ستارز","Blatnywm Starz"
db_TEAMS,T-0643,filled_en,"المصري - مصر","","المصري","Almsry"
db_TEAMS,T-0644,moved_latin_to_en,"USA","","","Usa"
db_TEAMS,T-0645,moved_latin_to_en,"Yugoslavia U23","","","Yugoslavia U23"
db_TEAMS,T-0647,filled_en,"كالون - سيراليون","","كالون","Kalwn"
db_TEAMS,T-0648,filled_en,"Académie SOAR - غينيا كوناكري","","Académie SOAR","Académie Soar"
db_TEAMS,T-0649,filled_en,"بيدفست - جنوب أفريقيا","","بيدفست","Bydfst"
db_TEAMS,T-0650,moved_latin_to_en,"South Korea","","","South Korea"
db_TEAMS,T-0652,filled_en,"القناة - مصر","","القناة","Alqnah"
db_TEAMS,T-0653,filled_en,"سياتل ساندوز - أمريكا","","سياتل ساندوز","Syatl Sandwz"
db_TEAMS,T-0655,filled_en,"تشرين أكتوبر - سوريا","","تشرين أكتوبر","Tshryn Aktwbr"
db_TEAMS,T-0657,filled_en,"دريمز إف سي - غانا","","دريمز إف سي","Drymz If Sy"
db_TEAMS,T-0658,filled_en,"Atromitos - اليونان","","Atromitos","Atromitos"
db_TEAMS,T-0659,filled_en,"يانج أفريكانز - تنزانيا","","يانج أفريكانز","Yanj Afrykanz"
db_TEAMS,T-0660,filled_en,"صن شاين ستارز - نيجيريا","","صن شاين ستارز","Sn Shayn Starz"
db_TEAMS,T-0661,filled_en,"كاظمة - الكويت","","كاظمة","Kazmh"
